cnpj_basico,identificador_matriz_filial,situacao_cadastral,data_situacao_cadastral,data_inicio_atividade,cnae_fiscal_principal,ativa_em_2010,ativa_em_2011,ativa_em_2012,ativa_em_2013,ativa_em_2014,ativa_em_2015,ativa_em_2016,ativa_em_2017,ativa_em_2018,ativa_em_2019,ativa_em_2020,ativa_em_2021,ativa_em_2022
952415,2,2,2021-12-29,2021-12-29,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
966246,2,2,2019-11-18,2019-11-18,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
971300,2,2,2021-07-12,2021-07-12,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1009908,2,2,2022-05-12,2022-05-12,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1060307,2,2,2021-11-22,2021-11-22,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1110032,2,2,2021-04-29,2021-04-29,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1604998,2,2,2021-10-25,2021-10-25,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1604998,2,2,2021-12-13,2021-12-13,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1667766,2,2,2022-11-11,2022-11-11,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1705236,2,2,2022-06-29,2022-06-29,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1727929,2,2,2021-12-02,2021-12-02,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1736516,2,2,2021-10-08,2021-10-08,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1736516,2,2,2022-05-24,2022-05-24,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1796302,2,2,2021-04-01,2021-04-01,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1848322,2,2,2018-03-05,2018-03-05,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
1848322,2,2,2021-05-25,2021-05-25,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2031139,2,2,2022-07-05,2022-07-05,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2090126,2,2,2022-01-26,2022-01-26,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2173447,2,2,2022-11-03,2022-11-03,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2232383,2,2,2021-09-29,2021-09-29,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2232383,2,2,2022-04-29,2022-04-29,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2282709,2,2,2021-11-04,2021-11-04,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2282709,2,2,2022-03-04,2022-03-04,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2282709,2,2,2022-08-31,2022-08-31,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2382755,2,2,2021-03-09,2021-03-09,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2382755,2,2,2021-05-24,2021-05-24,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2398976,2,2,2021-01-25,2021-01-25,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2398976,2,2,2021-08-10,2021-08-10,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2405189,2,2,2022-01-21,2022-01-21,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2446089,2,2,2022-05-20,2022-05-20,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2466552,2,2,2021-09-16,2021-09-16,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2493000,2,2,2021-07-25,2021-07-25,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2641969,2,2,2021-10-14,2021-10-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2663426,2,2,2022-09-01,2022-09-01,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2844024,2,2,2021-09-20,2021-09-20,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2883398,2,2,2022-08-22,2022-08-22,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2904125,2,2,2021-04-28,2021-04-28,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2910987,2,2,2021-04-19,2021-04-19,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
2923389,2,2,2020-12-23,2020-12-23,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
2931668,2,8,2022-07-07,2018-03-21,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA
3222753,2,2,2021-06-28,2021-06-28,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
3320525,2,2,2018-04-09,2018-04-09,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
3358914,2,2,2021-07-30,2021-07-30,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
3459850,2,2,2020-10-30,2020-10-30,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3459850,2,2,2020-10-30,2020-10-30,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3461243,2,2,2020-11-26,2020-11-26,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
3461243,2,2,2021-05-28,2021-05-28,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
3485130,2,2,2021-09-23,2021-09-23,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
3566655,2,2,2022-05-12,2022-05-12,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
3612764,2,2,2021-09-17,2021-09-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
3793242,2,2,2021-09-29,2021-09-29,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
3941182,2,2,2019-11-27,2019-11-27,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
3965737,2,2,2022-02-08,2022-02-08,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
4079285,2,2,2022-10-17,2022-10-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
4120633,2,2,2021-11-04,2021-11-04,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
4138455,2,2,2021-09-29,2021-09-29,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
4261151,2,2,2019-08-13,2019-08-13,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
4350225,2,2,2021-03-28,2021-03-28,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
4350225,2,2,2021-03-28,2021-03-28,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
4350225,2,2,2022-08-16,2022-08-16,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
4463602,2,2,2020-09-30,2020-09-30,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
4529074,2,2,2019-12-16,2019-12-16,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
4529074,2,2,2021-11-12,2021-11-12,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
4529074,2,2,2022-04-25,2022-04-25,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
4853988,2,2,2022-02-23,2022-02-23,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
5220243,2,2,2022-04-28,2022-04-28,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
5241145,2,2,2021-02-05,2021-02-05,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
5247312,2,2,2022-07-14,2022-07-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
5247312,2,2,2022-10-06,2022-10-06,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
5276770,2,2,2021-04-13,2021-04-13,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
5392810,2,2,2021-07-16,2021-07-16,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
5582619,2,2,2020-11-20,2020-11-20,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5582619,2,2,2022-02-18,2022-02-18,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
5863726,2,2,2021-04-19,2021-04-19,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
5888589,2,2,2022-03-15,2022-03-15,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
5983995,2,2,2021-04-15,2021-04-15,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
6031727,2,2,2021-06-17,2021-06-17,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
6031727,2,2,2022-08-11,2022-08-11,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
6126780,2,2,2021-04-06,2021-04-06,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
6174009,2,2,2019-09-13,2019-09-13,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
6174009,2,2,2021-07-13,2021-07-13,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
7026923,2,2,2021-09-16,2021-09-16,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
7122321,2,2,2021-01-12,2021-01-12,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
7206072,2,2,2021-12-17,2021-12-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
7512780,2,2,2021-10-19,2021-10-19,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
7512780,2,2,2022-03-18,2022-03-18,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7512780,2,2,2022-11-03,2022-11-03,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7946216,2,2,2022-04-28,2022-04-28,6424702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8041950,2,2,2021-11-29,2021-11-29,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
8055016,2,2,2020-06-16,2020-06-16,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
8488377,2,2,2021-05-17,2021-05-17,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
8560508,2,2,2022-10-11,2022-10-11,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
8742188,2,2,2021-12-16,2021-12-16,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
9403026,2,2,2021-07-07,2021-07-07,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
9403026,2,2,2021-12-27,2021-12-27,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
10218474,2,2,2021-06-25,2021-06-25,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
10348181,2,2,2020-11-04,2020-11-04,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
10348181,2,2,2021-10-14,2021-10-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
10736214,2,2,2021-06-01,2021-06-01,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
14046512,2,2,2022-03-11,2022-03-11,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
14046512,2,2,2022-10-21,2022-10-21,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
17361536,2,2,2022-10-14,2022-10-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
17361536,2,2,2022-10-19,2022-10-19,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
20961629,2,2,2022-05-26,2022-05-26,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
21866694,2,2,2021-11-04,2021-11-04,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
23623636,2,2,2018-08-28,2018-08-28,6424703,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1
23623636,2,2,2022-04-11,2022-04-11,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
24654881,2,2,2022-08-18,2022-08-18,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
24795049,2,2,2021-07-08,2021-07-08,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
25743311,2,2,2021-09-20,2021-09-20,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
26178111,2,2,2022-08-19,2022-08-19,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
26359745,2,2,2021-09-09,2021-09-09,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
26359745,2,2,2022-10-20,2022-10-20,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
26408161,2,2,2021-08-03,2021-08-03,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
26529420,2,2,2022-05-27,2022-05-27,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
26549311,2,2,2021-03-22,2021-03-22,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
26549311,2,2,2022-09-16,2022-09-16,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
26549311,2,2,2022-09-16,2022-09-16,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
26960328,2,2,2021-07-22,2021-07-22,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
31804966,2,2,2020-11-27,2020-11-27,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
31804966,2,2,2021-10-14,2021-10-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
31804966,2,2,2021-11-17,2021-11-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
31804966,2,2,2022-01-26,2022-01-26,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
32467086,2,2,2021-07-26,2021-07-26,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
32467086,2,2,2022-05-16,2022-05-16,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
32467086,2,2,2022-10-07,2022-10-07,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
32983165,2,2,2022-02-15,2022-02-15,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
32995755,2,2,2021-08-20,2021-08-20,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
32995755,2,2,2022-03-14,2022-03-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
32995755,2,2,2022-08-30,2022-08-30,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
33022690,2,2,2022-08-11,2022-08-11,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
33579731,2,2,2020-11-25,2020-11-25,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
35571249,2,2,2022-05-02,2022-05-02,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
36900256,2,2,2022-10-07,2022-10-07,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
37395399,2,2,2020-12-17,2020-12-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
37395399,2,2,2021-06-02,2021-06-02,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
37395399,2,2,2021-10-04,2021-10-04,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
37395399,2,2,2022-03-29,2022-03-29,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
37395399,2,2,2022-06-07,2022-06-07,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
37395399,2,2,2022-07-01,2022-07-01,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
37395399,2,2,2022-09-01,2022-09-01,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
37395399,2,2,2022-11-16,2022-11-16,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
37442605,2,2,2022-04-26,2022-04-26,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
37442605,2,2,2022-08-08,2022-08-08,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
38588174,2,2,2021-04-14,2021-04-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
38588174,2,2,2021-10-05,2021-10-05,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
38588174,2,2,2022-04-28,2022-04-28,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
39343350,2,2,2021-01-28,2021-01-28,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
39343350,2,2,2021-01-28,2021-01-28,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
39343350,2,2,2021-04-19,2021-04-19,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
42100982,1,2,2022-01-26,1971-05-21,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
42240382,1,8,2022-12-29,1972-06-07,6424703,1,1,1,1,1,1,1,1,1,1,1,1,NA
44378586,1,8,2017-08-24,1972-09-18,6424703,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
44958981,1,2,2005-11-03,1980-11-13,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
46242251,1,8,2008-12-31,1974-03-18,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47012877,1,8,2008-03-19,1976-03-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47074323,2,2,2022-12-22,2022-12-22,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
47855499,1,8,1998-03-09,1981-11-27,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48680466,1,8,2008-12-31,1977-06-22,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52198074,2,8,2006-10-10,2003-08-15,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53923116,2,8,2020-11-01,1999-10-19,6424704,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
54037916,2,2,2005-11-03,2000-05-17,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
54037916,2,2,2005-11-03,2001-05-11,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
57685299,1,8,1992-02-03,1987-06-03,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58804675,1,8,2008-12-31,1988-05-02,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59620708,1,2,2005-11-03,1988-10-20,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
60764271,1,8,1991-07-03,1966-08-30,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60997384,1,8,2008-12-31,1967-03-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61788857,1,8,1985-02-11,1967-10-10,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62035456,1,2,2005-09-24,1968-04-08,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
62109566,2,2,2004-03-23,2004-03-23,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
62158035,1,8,2008-12-31,1990-01-19,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64357429,1,8,2008-12-31,1990-10-18,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67960229,2,2,2001-02-10,2000-09-11,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
67960229,2,2,2003-12-04,2003-12-04,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
68512748,2,2,2022-11-28,2022-11-28,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
71328769,2,2,2005-11-03,1997-07-03,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
71411854,2,8,2010-12-30,2003-08-19,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71418784,2,2,2005-11-03,1998-12-28,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
73113243,2,2,2022-12-23,2022-12-23,6424702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
73398646,1,2,2005-04-16,1993-09-21,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
73443863,2,2,NA,2005-06-21,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
74228115,1,8,2015-02-09,1994-01-04,6424703,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
76059997,2,2,2004-10-13,2004-10-13,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
76329549,1,8,2008-12-31,1975-08-29,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77674935,1,8,1984-08-30,1979-04-06,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77984870,2,2,2005-11-08,2005-11-08,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
78024403,1,8,1983-12-26,1980-01-29,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78141876,2,8,2010-08-03,2004-06-03,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78157146,2,8,2010-04-07,2003-04-11,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78414067,2,2,NA,2004-09-20,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
78414067,2,2,NA,2004-09-20,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
78414067,2,2,NA,2004-09-20,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
78717469,2,8,2008-12-15,2005-02-10,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78834975,1,2,2005-11-03,1985-05-10,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
79052122,1,2,2005-11-03,1985-12-10,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
79063574,2,2,2005-04-06,2005-04-06,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
79086997,2,2,2004-08-23,2004-08-23,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
79342069,2,2,2004-10-14,2004-10-14,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
81014060,1,2,2005-11-03,1989-02-17,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
81099491,2,2,NA,2004-12-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
81099491,2,2,NA,2004-12-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
81099491,2,2,NA,2004-12-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
81099491,2,2,NA,2004-12-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
81192106,2,2,2004-10-14,2004-10-14,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
81292278,2,2,2022-12-09,2022-12-09,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
81292278,2,2,2022-12-09,2022-12-09,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
81673154,2,8,2010-09-28,2005-06-30,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82065285,2,2,NA,2004-10-13,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
82096447,1,2,2005-11-03,1990-07-02,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
82467762,2,8,2008-12-31,1991-07-26,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82527557,2,2,2004-06-02,2004-06-02,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
83206599,1,8,2015-02-09,1992-05-04,6424703,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
83358978,1,8,2015-02-09,1993-04-07,6424703,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
83836114,1,2,2005-11-03,1994-06-20,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
91159764,2,2,2006-01-09,2006-01-09,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
91586982,2,2,2005-11-03,2004-02-12,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
92555150,1,2,2005-09-30,1989-01-18,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
92647064,1,8,1999-04-29,1989-04-11,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93285815,1,8,1996-05-31,1990-01-23,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93809721,1,4,2018-10-30,1991-01-23,6493000,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
94117843,1,2,2005-11-03,1991-07-23,6493000,1,1,1,1,1,1,1,1,1,1,1,1,1
94271517,1,8,2008-12-31,1991-10-03,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95424891,2,2,2004-07-08,2004-07-08,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
95594941,2,2,2022-12-13,2022-12-13,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
96409263,1,2,2005-09-24,1995-10-31,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
