cnpj_basico,identificador_matriz_filial,situacao_cadastral,data_situacao_cadastral,data_inicio_atividade,cnae_fiscal_principal,ativa_em_2010,ativa_em_2011,ativa_em_2012,ativa_em_2013,ativa_em_2014,ativa_em_2015,ativa_em_2016,ativa_em_2017,ativa_em_2018,ativa_em_2019,ativa_em_2020,ativa_em_2021,ativa_em_2022
96606074,1,8,2015-02-09,1993-04-29,6424703,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
188210,1,8,1996-01-31,1994-09-12,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215274,1,8,2008-12-31,1994-09-20,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405884,1,8,2008-12-31,1995-01-25,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440540,1,8,2008-12-31,1995-02-17,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459579,1,8,2008-12-31,1995-02-24,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494260,1,8,1983-01-07,1977-11-14,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623120,1,4,2018-10-24,1995-05-22,6499999,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
692214,1,2,2001-09-15,1995-07-11,6424702,1,1,1,1,1,1,1,1,1,1,1,1,1
732975,1,4,2018-10-04,1995-08-01,6424701,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
753774,1,8,2015-02-09,1995-08-15,6424701,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
768345,1,8,2008-12-31,1995-08-17,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
971300,2,2,2022-12-13,2022-12-13,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
990450,1,8,2008-12-31,1995-12-28,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035852,2,8,2007-09-28,2003-08-29,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039011,2,2,NA,2004-07-19,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1052245,2,8,2011-03-31,2000-06-26,6424703,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052245,2,8,2011-03-31,2000-09-26,6424703,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052693,2,8,2011-02-01,2005-01-19,6424703,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052693,2,8,2011-02-01,2005-01-19,6424703,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1060307,2,2,2021-11-22,2021-11-22,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
1060307,1,2,2003-10-04,1996-02-22,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1072597,2,8,2008-12-31,1999-12-29,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1090027,2,2,2005-11-03,2004-02-18,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1126867,1,3,2011-07-04,1996-03-13,6424703,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235093,1,8,2015-02-09,1996-05-10,6424703,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1286361,1,2,2005-11-03,1996-06-30,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1379656,1,8,2008-12-31,1996-08-13,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1511655,1,8,2008-12-31,1996-10-29,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1551820,1,2,2005-11-03,1996-10-31,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1559914,2,8,2008-10-28,2003-09-02,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1602677,1,8,2012-01-31,1996-12-02,6424703,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609024,2,8,2005-12-27,2002-01-21,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644264,2,2,2005-07-09,1999-11-23,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
1702131,1,4,2022-06-09,1997-02-07,6424703,1,1,1,1,1,1,1,1,1,1,1,1,NA
1749376,1,8,2008-12-31,1997-03-20,6435201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772627,2,4,2021-03-31,1999-12-15,6424703,1,1,1,1,1,1,1,1,1,1,1,NA,NA
1815069,1,8,2012-07-01,1997-02-03,6424703,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1828555,2,8,2015-02-09,2003-05-16,6424703,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1961401,1,4,2018-09-11,1997-07-08,6424701,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
1989729,1,8,2008-06-16,1997-05-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998090,1,8,2015-02-09,1997-05-13,6424701,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
2025743,2,2,2022-05-03,2022-05-03,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2039597,1,8,2016-10-14,1997-06-26,6424703,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
2274863,1,4,2022-06-07,1997-12-04,6424704,1,1,1,1,1,1,1,1,1,1,1,1,NA
2320791,1,8,2013-05-29,1997-12-17,6424703,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2335109,2,2,2022-12-13,2022-12-13,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2407689,1,8,2001-02-21,1998-01-09,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2414044,1,8,2021-01-05,1998-02-11,6424703,1,1,1,1,1,1,1,1,1,1,1,NA,NA
2470935,1,8,2016-04-25,1997-02-26,6424703,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
2525045,1,8,2009-11-28,1997-12-01,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2552606,1,8,2008-12-31,1998-01-26,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2606305,1,8,2020-06-04,1998-03-05,6424703,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
2641032,1,2,2005-11-03,1998-06-30,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
2753207,2,8,2008-11-29,1999-05-07,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2753207,2,8,2008-11-29,2000-05-05,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2804469,1,8,2018-01-10,1998-08-20,6424703,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
2833202,1,2,2005-11-03,1998-10-13,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
2871442,1,1,1998-11-06,1998-11-06,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2924977,1,2,2005-08-27,1998-11-12,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
2931166,1,2,2022-03-28,1998-11-24,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
2939044,1,8,2015-02-09,1998-06-04,6424704,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
2947404,1,8,2004-01-23,1998-12-16,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2996408,1,8,2008-12-31,1999-02-19,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3015152,1,2,2005-11-03,1999-03-02,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
3018620,1,4,2019-01-22,1998-03-24,6499999,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
3032915,1,2,2020-01-24,1997-12-01,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
3035808,1,8,2015-02-09,1999-03-01,6424703,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
3086930,1,8,2009-09-30,1999-04-13,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3139644,1,2,2004-12-24,1999-04-01,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
3190530,1,8,2018-06-13,1999-05-24,6424704,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
3324976,1,4,2019-01-16,1998-03-02,6499999,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
3442542,1,8,2007-07-02,1999-10-13,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3508617,1,8,2008-12-31,1999-11-16,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3528402,1,8,2022-12-01,1999-11-26,6424703,1,1,1,1,1,1,1,1,1,1,1,1,NA
3612764,2,2,2022-12-07,2022-12-07,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
3632872,2,2,2022-12-22,2022-12-22,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
3639902,1,2,2005-08-27,2000-02-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
3641271,1,8,1986-06-16,1976-07-01,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3642865,1,8,1983-10-04,1976-11-10,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3777890,1,8,2004-12-21,2000-02-14,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3791055,1,4,2018-09-18,2000-05-03,6424703,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
3862898,1,2,2005-11-03,2000-06-08,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
3876665,1,2,2019-02-28,2000-06-16,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
3965737,1,2,2005-08-27,2000-08-01,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
4167614,1,8,2014-11-03,2000-11-01,6424703,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
4184629,1,8,2008-12-31,2000-12-11,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4275119,1,8,2015-02-09,2001-02-05,6424703,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
4310638,1,8,2016-01-29,2001-02-19,6424703,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
4426950,1,4,2018-12-04,2001-04-19,6424704,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
4484490,1,2,2005-08-27,2001-05-02,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
4564553,2,8,2007-11-30,2002-10-16,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4665046,1,8,2015-02-09,2001-09-18,6424703,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
4720665,1,8,2015-02-09,2001-10-02,6424703,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
4809581,1,8,2008-09-09,2001-12-05,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4876393,2,2,2004-10-04,2004-10-04,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
4886317,1,2,2005-11-03,2001-12-21,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
5007457,1,8,2015-02-09,2001-09-26,6499999,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
5122895,1,8,2004-10-18,2002-04-17,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5165103,1,8,2021-06-28,2002-06-18,6424703,1,1,1,1,1,1,1,1,1,1,1,NA,NA
5231945,1,2,2005-09-24,2002-08-09,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
5235613,1,8,2015-05-01,2002-07-16,6424703,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
5247312,2,2,2022-12-20,2022-12-20,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
5247312,1,2,2005-11-03,2002-07-31,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
5282417,1,8,2015-02-09,2002-08-16,6424704,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
5370947,1,8,2016-03-02,2002-11-01,6424704,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
5400634,1,8,2021-07-16,2002-10-23,6424703,1,1,1,1,1,1,1,1,1,1,1,NA,NA
5413161,1,8,2018-06-27,2002-10-10,6424704,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
5463212,1,2,2005-09-24,2002-12-04,6424702,1,1,1,1,1,1,1,1,1,1,1,1,1
5515325,1,8,2008-12-31,1985-03-29,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5599773,1,2,2003-03-26,2003-03-26,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
5658367,1,2,2003-05-16,2003-05-16,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
5979692,1,2,2003-10-17,2003-10-17,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
5996245,1,8,2018-09-18,2003-11-12,6424704,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
6039349,1,4,2019-01-16,2003-12-16,6424703,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
6083191,1,8,2015-02-09,2003-11-12,6424704,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6580617,2,8,1999-12-22,1996-08-27,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6910457,1,2,NA,2004-07-27,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
6997332,1,8,1983-04-20,1976-08-16,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7042196,1,4,2022-01-27,2004-10-14,6424703,1,1,1,1,1,1,1,1,1,1,1,1,NA
7076644,1,8,2018-05-22,2004-10-21,6424704,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
7226799,1,8,2013-10-05,2005-02-02,6424703,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7268732,1,8,2018-09-18,2005-03-08,6424704,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
7303703,1,4,2018-10-17,1999-11-09,6424703,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
7412987,1,2,2005-05-31,2005-05-31,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
7435944,1,2,2002-12-28,1972-03-06,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
8127144,1,8,2008-12-31,1982-04-14,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8335408,1,4,2018-11-07,1968-01-15,6493000,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
8368557,1,8,1988-03-08,1977-06-15,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9033698,2,2,2022-11-23,2022-11-23,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
17271685,2,8,1999-05-28,1972-12-15,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17361536,2,2,2022-12-12,2022-12-12,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
18295428,1,8,2015-02-09,1975-01-16,6424701,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
18776484,1,8,1995-09-30,1975-06-13,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19089960,1,8,2008-12-31,1988-11-28,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19402130,1,2,2005-09-24,1977-01-24,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
19404185,1,8,1993-08-31,1977-05-25,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19837335,2,8,2015-02-09,1981-05-27,6493000,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
20611935,1,8,2008-12-31,1986-05-22,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21607189,1,4,2018-12-06,1989-06-23,6424703,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
23623636,2,2,2022-12-13,2022-12-13,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
24795049,2,2,2022-12-21,2022-12-21,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
25420696,1,2,2005-11-03,1988-09-02,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
25606237,1,2,2005-11-03,1989-02-13,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
25669821,1,4,2018-12-06,1989-03-17,6424703,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
26072728,1,8,2022-03-30,1989-09-05,6424703,1,1,1,1,1,1,1,1,1,1,1,1,NA
26188441,1,8,2008-12-31,1989-10-30,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26412767,1,8,2015-02-09,1990-03-13,6493000,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
26412783,1,8,2008-12-31,1990-03-14,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26641530,1,8,2008-12-31,1990-07-27,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27058700,1,8,1994-02-28,1972-09-12,6435201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27242163,1,8,1995-07-31,1975-03-26,6435201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27242957,1,8,1995-05-31,1975-05-13,6435201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27816479,1,8,2008-12-31,1982-07-26,6435201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33021064,2,2,2022-12-09,2022-12-09,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
35295609,1,4,2019-01-31,1991-01-24,6424704,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
36463255,2,8,2008-12-31,1993-10-26,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37099256,1,8,2005-01-24,1992-06-23,6499999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37128253,1,8,2015-02-09,1992-08-14,6493000,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
37171709,1,8,2008-12-31,1993-02-04,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37395399,2,2,2022-11-08,2022-11-08,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
37395399,2,2,2005-08-03,2005-08-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
37993912,1,8,1994-01-31,1993-04-29,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39056577,1,8,2008-12-31,1990-08-23,6435201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39122379,1,8,2008-12-31,1990-10-02,6435201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40329740,2,8,2008-12-31,1994-05-27,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40329740,2,8,2008-12-31,1995-10-18,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45009594,1,8,2008-12-31,1967-02-03,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46037073,1,4,2018-09-06,1966-09-08,6424703,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
46123600,1,8,1989-10-03,1971-02-12,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49152184,1,8,1984-12-26,1977-09-15,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49204605,1,2,2005-11-03,1978-07-04,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
49389307,2,8,2007-08-14,2005-05-17,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49389307,2,2,2005-11-18,2005-11-18,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
50085448,1,8,2008-12-31,1978-12-04,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50540566,1,8,1986-11-12,1978-11-30,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52050671,1,8,1992-08-31,1983-01-04,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52301496,1,8,2019-03-01,1983-02-11,6424703,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
52324258,1,8,1990-04-27,1983-02-28,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53272365,1,2,2001-03-10,1984-02-27,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
53623781,2,2,2004-12-23,2004-12-23,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
53691226,1,8,1979-08-09,1966-08-30,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53776852,1,2,2001-07-01,1984-09-10,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
53932869,1,2,2005-09-24,1984-10-28,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
54037916,2,2,2005-11-03,2004-07-23,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
55026074,1,8,1993-08-19,1985-10-18,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55113518,1,8,2008-12-31,1987-02-10,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64739121,1,2,2005-09-24,1990-10-22,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
65619348,1,8,2015-02-09,1991-03-12,6493000,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
66259110,2,2,2006-06-02,2006-06-02,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
66455718,1,4,2019-01-24,1993-02-12,6424703,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
67096909,2,2,2004-12-27,2004-12-27,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
67567289,1,4,2018-12-18,1992-02-07,6499999,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
68139443,1,8,2008-12-31,1992-06-16,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68512748,1,2,2005-10-14,1992-11-04,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
68969625,1,2,2005-09-24,1992-11-11,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
68986330,1,2,2005-11-03,1992-10-22,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
69181709,1,8,2017-07-01,1992-12-17,6424703,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
69321644,1,8,2010-02-09,1993-01-12,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69371938,1,8,2008-12-31,1992-12-15,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70038237,1,2,2005-11-03,1993-11-19,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
70431630,1,2,2005-09-24,1993-07-26,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
70431630,2,2,2006-02-24,2006-02-24,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
71163315,1,2,2005-11-03,1993-09-30,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
71479653,2,2,2005-11-03,2004-01-12,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
71884498,1,2,2005-11-03,1993-07-27,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
72480460,1,4,2018-09-28,1993-07-22,6499999,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
72521891,1,8,1998-12-31,1993-07-29,6424701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72736226,1,8,2004-04-08,1993-07-22,6424703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72952138,1,2,2001-02-25,1993-10-21,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
73443863,2,2,NA,2005-06-21,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
73993032,1,4,2019-03-20,1994-01-04,6493000,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
74133851,1,4,2019-01-11,1994-01-21,6424703,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
74365354,1,8,2011-07-29,1994-02-01,6424704,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74476490,1,8,2008-12-31,1994-03-08,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76646496,1,8,1986-06-19,1971-07-14,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78157146,2,2,2005-11-03,2001-11-23,6424704,1,1,1,1,1,1,1,1,1,1,1,1,1
78414067,2,2,NA,2004-09-20,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
78717469,2,8,2008-12-15,2005-02-10,6424704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78858107,1,2,2005-11-03,1985-07-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
79063574,2,2,2005-04-06,2005-04-06,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
79086997,2,2,2004-09-09,2004-09-09,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
79342069,2,2,2004-10-14,2004-10-14,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
79342069,2,2,2006-03-08,2006-03-08,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
81206039,2,2,2004-09-24,2004-09-24,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
81525032,1,8,2008-12-31,1989-08-17,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82065285,2,2,NA,2004-10-13,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
82527557,2,2,2004-06-02,2004-06-02,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
83477687,1,8,1997-12-15,1993-02-01,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84659291,1,8,2008-12-31,1994-08-23,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85352268,1,8,1992-07-23,1992-07-23,6493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86389244,1,2,2022-09-29,1994-03-25,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
86913993,2,2,2006-10-03,2006-10-03,6424703,1,1,1,1,1,1,1,1,1,1,1,1,1
86924073,1,4,2018-10-04,1994-03-17,6424701,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA
